count,hate_speech,offensive_language,neither,class,tweet
3,0,3,0,1,bitch
3,0,0,3,2,hate yellow jacket can not feel arm back lol
3,2,1,0,0,trust say jesuschrist would killing faggot come back life today day agegt spartacus rome
3,0,3,0,1,hate bitch talk shit like clearly youi like bitch wit da red door hoe
3,1,2,0,1,see hoe put cash bitch imma take money spit fat ass
3,0,3,0,1,hey bitch imy
3,0,0,3,2,post new song guala
3,2,1,0,0,support illegal come spread disease among americans dream bitch
3,0,3,0,1,like snoop say not love hoe
3,1,2,0,1,ok billy goat hair hillbilly
3,0,3,0,1,guy think slang around bitch without offensive apparently
3,1,2,0,1,say good bye dumb bitch snd say okwhat white devilsi nothing vampire lover blood
3,0,3,0,1,u can not talk without talk ur cunt mama thru talk
3,0,2,1,1,eat cuz woman can not cook u get to get rid hoe
3,0,2,1,1,pussy
3,0,3,0,1,bout ride horse come fuck yo bitchooh em tho
3,1,2,0,1,fucking real retard holy fuck read tweet fucktard
3,0,0,3,2,oreo cookie
3,0,3,0,1,careful might try queer ya
3,0,3,0,1,good bitch choke
3,0,0,3,2,call teabagger conservative bs via
3,0,3,0,1,bitch not b hypocrite
6,0,0,6,2,world mammal bird reptile amphibians amp fish vanish amp
3,0,3,0,1,mfn bihday pink champaign dat bitch
3,0,3,0,1,shutup thirsty hoe
3,1,2,0,1,can not play game wit deze niggas bitch
3,0,0,3,2,want monkey bread
3,0,0,3,2,breathe easy twinkie due back shelf summer
3,0,3,0,1,could not find anything hold hair let alone put pony inno bitch say post busted pic
3,0,1,2,2,squad dyke chola fear nobody bad cartel
3,0,0,3,2,first jig night
3,1,2,0,1,bitch not want yo fat ass follow hoe
3,0,2,1,1,bitch happy maybe one female friend find bitvj
3,0,0,3,2,whole week trash
3,0,3,0,1,ya bitch crib
3,0,3,0,1,fucking first night not make hoe
3,0,2,1,1,thing can not stand deal bitch hit feet b stank ass breath c skank ass way
3,1,2,0,1,ai not bitch
3,0,1,2,2,early bird get worm
3,0,1,2,2,music trash
3,1,2,0,1,niggah follow back
3,0,3,0,1,lmao know kitty master not hate bitch
3,0,0,3,2,bad optimism royals not twins take roseie color glass
6,0,5,1,1,right twat tell honestly sky honestly
6,0,6,0,1,niggahs stay thinkin want girl nevvvvva niggah
3,0,0,3,2,take trash night
9,0,3,6,2,can not wait till get full appetite back eat half ghetto sandwich lettuce nothing
3,0,3,0,1,fuck bitch lol
3,0,3,0,1,gimme one mouth close can not draw tooth without make look retarded omf
3,0,3,0,1,imma bitch know leave alone
3,0,0,3,2,love eat brownie love eat brownie
3,0,1,2,2,brandon jennings trash
3,3,0,0,0,one not anglosaxon protestant right alive us none foreign filth
9,2,7,0,1,hollywood nig u bring twitter n bounce
6,0,6,0,1,bitch answer call
3,1,2,0,1,fuck faggot
3,1,2,0,1,fag
6,0,6,0,1,feel like niggah pac bitch set
3,0,0,3,2,show trash longlive queen latifah show
6,0,6,0,1,lol lil bitch
6,0,5,1,1,eat much pussy mustache pink
3,0,3,0,1,soon bitch think shit sweet give em wat ask
3,0,3,0,1,think need see say bitch question
3,0,3,0,1,lmfao dead hoe get to pay
3,0,0,3,2,deztinis session need lmao jk girl good yob lol
3,1,2,0,1,hate people terrible cope skill complain much oh mom die stop pussy
3,0,3,0,1,know shit eatin grin either fuck girl dream sell car know faggot sell
3,0,3,0,1,understand everyone love pussy
3,1,0,2,2,would pretty cool get see time go back hillbilly town
3,1,2,0,1,lol mane shut dat bitch shit youn fucc wit
3,0,0,3,2,bet new york yankee prog
3,0,3,0,1,cdfu bitch fry
3,0,3,0,1,grow bitch
6,0,6,0,1,kimberley story far scary story ever hear pussy
3,0,3,0,1,say vagina fag hasnt see movie
3,0,0,3,2,littledebbie cloud cake twinkie
3,0,3,0,1,haha stupid hoe
3,1,2,0,1,lmfaoooo fag shit man
3,2,1,0,0,happy birthday coon ass nigga buckcity
3,0,3,0,1,yes say spitted bitch
3,0,3,0,1,gimp ai not tht bitch huh lol
3,0,3,0,1,faggot scoon wanna ball
3,0,0,3,2,well dirty bird could middle finger since phallic give bird necessarily wobblewibbler
3,0,0,3,2,not law clam chowder must serve bread bowl haha
3,0,2,1,1,get kenwood amp probably ghetto right
3,0,3,0,1,guess dumb bitch need drink time place fuck someone haha
3,0,3,0,1,okay melo bitch
3,0,0,3,2,never actually see yellow duck
6,0,6,0,1,lebron bring bitch knee chill
3,0,3,0,1,bitch sale every weekend
3,2,1,0,0,smh nigga mildly retarded lmfao griff not injury legit
3,0,3,0,1,transform bad bitch get
3,2,1,0,0,fag
6,0,0,6,2,not make game last season look astro open yankees st april
3,0,0,3,2,quick lesson bird bee bird loom oily sudden bee bulbous shrieking hungry
3,0,3,0,1,basic bitch chill
3,2,1,0,0,word understand blackjesus nigg heavily disappointed show aaronmacgruder stuff blow imo
3,1,2,0,1,hate nosey bitch like mind yah business
3,0,3,0,1,lie brother honky
3,0,3,0,1,cause trophy hunt little bitch
3,1,0,2,2,hey antony speak colored good
3,2,1,0,0,fucking slutty beaner
3,0,1,2,2,assume tranny go morning maxima
3,0,0,3,2,remember dude play young ned follow youtube channel actually use youtube favorite
3,0,0,3,2,shut bird bed time
3,0,1,2,2,people label name ghetto nanoltltltltlt
6,0,0,6,2,mad cuz big toe look like angry bird haha
6,0,6,0,1,pussy pussy pussy
3,0,0,3,2,hellobrookland opening serve free sample cider vegan slider brownie
3,1,2,0,1,good percy harvin peyton team sound retarded lmao
3,0,3,0,1,hoe fat big boned hehehehehe
3,0,3,0,1,shavonne ballet middle street last night fall bitch not ballet
6,0,0,6,2,st time tom brady era patriots sole possession last place afc east
3,0,1,2,2,nyc media last week lol look flyover peckerwood freak nyc media bring dead
3,0,2,1,1,lol send dat nicca clean talmbout n really
3,0,3,0,1,not like ghetto female
3,0,0,3,2,know well bird move
3,2,1,0,0,stupid loose pussye bitch
3,2,0,1,0,ill uk fag mean cigarette faggot bundle stick homo
3,1,2,0,1,boyfriend go to like be not make team straight fag ram really cut michael sam wow
3,0,2,1,1,yasss bitch yasss wonder penny pass
6,0,0,6,2,pink fuzzy one amp silky silver one bathrobes wonderful thing
3,1,2,0,1,call ghetto nunchucksthe reason go jail well
3,0,1,2,2,sheryl crow bae
6,0,6,0,1,cheese bitch chupacabra look fuxk
3,0,3,0,1,tf look like delivery bitch ahaha
3,0,3,0,1,everybody bitch house
3,3,0,0,0,fuck fuck stupid cheat bitch go lick dick die ur stupid nigger bitch
6,0,1,5,2,get to ghetto fool
3,0,3,0,1,see gill green bitch ass not help get school either yall still tournament
3,0,3,0,1,almost quit today fuck false promise get work hard hoe shit
3,0,2,1,1,get cold white hoe knoxville tho not right strip boaaa
3,0,1,2,2,video shy glizzy can not trustmyself
3,0,1,2,2,trash notorious big son cj wallace rap watch amp vote
3,0,0,3,2,laker go trash season can not wait
3,0,2,1,1,bitch tell addicted pussy lookin pass
3,0,3,0,1,bitch
3,0,1,2,2,eat food hot start breathe like retarded dragon
3,1,0,2,2,naw bryan say trash hotel stay somewhere else
3,0,3,0,1,hoe be not loyal
6,0,6,0,1,pussy mine
6,0,0,6,2,lot great oldie check memories yankee rose today pm pm eastern
3,0,0,3,2,boston jihadi nest student arm muslim brotherhood joe america via
3,0,3,0,1,note dis bitch
3,1,2,0,1,fuck church attend fuck god fuck nigguh call savior fucking new world order baby
3,0,3,0,1,dumb fuck fucking full address dumbass not live plano fuck would know retard
3,1,2,0,1,ghetto ass pocahontas
3,0,1,2,2,ewwww nip def perfect
3,2,0,1,0,live eye white trash hurricane milwaukie people use bike bc duis save environment
3,1,2,0,1,nfl stadium play music jayz former drug dealer whose diaphragm would not work will say nigg every song
3,2,1,0,0,go pray church something fag one care religious bullshit
3,0,1,2,2,arguement badd white girl trashher argurment trash pay
3,0,3,0,1,hate bitch thick eyebrow
3,2,1,0,0,retarded bruh lol
3,0,1,2,2,perfect stock photography article let leprechaunlooke handyman get liquor cabinet
3,0,0,3,2,bright neon yellow gauntlet
6,2,0,4,2,graphic gt christians massacred jihadi muslims sleep include pastor wife amp kid
3,0,3,0,1,not get either pussy troll room truth opinion tl social medium fuck
3,0,0,3,2,fuzzy dice might nice thing could put car lol
3,2,1,0,0,everybodys favorite phrase try end argument lmao faggot
3,0,0,3,2,nike dc trash
3,2,1,0,0,yea alright redneck white trash stupid nigger holler car go road try hit fuck
3,0,0,3,2,lmaooooo epic bird win
3,2,1,0,0,fucking hoe nigga not dumby
3,0,3,0,1,tim pussy
3,1,2,0,1,fucken pussy
3,2,1,0,0,shut faggot
3,0,3,0,1,dat colored guy braisin
3,0,0,3,2,speak ford garland need get sub job application lol killin bird one stone merica
3,0,3,0,1,since solo crib feel kinda lonely like hoe
3,2,1,0,0,look nigger ass nigger shit right
3,2,1,0,0,faggot know not really friend
3,2,1,0,0,everyone call b like oh wassup b like wassup niggah
4,0,0,4,2,work fancy telephone tell clam phone call mr clam text phone
3,0,0,3,2,accidentally eat firefly last night chew leave find shameful yellow glow mouth wa
3,0,3,0,1,lmao yeah bitch lil shit rip
3,0,0,3,2,charlie love dog
3,0,3,0,1,not live hoe man
3,0,3,0,1,get nude bitch
3,0,0,3,2,tdd pov linux mock kernel gnuhurd system
3,0,3,0,1,retard
3,2,1,0,0,beer queer
3,0,3,0,1,real shit light armor bitch find tho
3,0,1,2,2,think garbage man suppose bring trash dump would not take ha ha ha self depreciation ftw
3,0,2,1,1,nicca need maid strup
3,0,3,0,1,tf bitch brain surgery be not tell
3,3,0,0,0,totally correct anthony can not livin round dem colored folk day bringin da hood dem propery value
3,2,1,0,0,happy birthday freshman faggot
3,0,1,2,2,lol u see ike kindergarten teacher start sexual relationship
3,0,3,0,1,dis hoe imma get lmfaoooo
3,1,0,2,2,oreo adorable
3,0,2,1,1,chink leave blue ball
3,0,3,0,1,hoe still know
3,0,2,1,1,ju wanna smoke rub bitch booty n bump day
3,0,0,3,2,tired mock draft lets clowney st pick think round become chaos showofhand
3,0,3,0,1,guess night bitch die stewie nigga
3,1,2,0,1,nigga look size plus get hit ass look like fight life ill sneak dat bitch run
3,2,0,1,0,state gook
3,0,0,3,2,not understand need multiple autopsy guess go keep slant officer
6,0,1,5,2,insane cigar trash foam done bump head insane like insane
3,0,3,0,1,pussy
3,0,3,0,1,hoe be not loyal be not
3,2,1,0,0,faggot use white dss
3,0,2,1,1,hoe loveandhiphop go prom
3,0,0,3,2,germanys likenext goal header next goal diving header let play monkey
3,0,3,0,1,jennifer hudson lose weight anybody fat ass hoe
3,0,3,0,1,girl u go hs look horrible not wanna believe itim bout piss facebook hoe
3,0,0,3,2,rub hand like bird man
9,0,0,9,2,wonder charlie brown would say day
9,1,8,0,1,man niggas chill man high af tho yall niggas be not even tell hoe
3,0,3,0,1,free love amp sexual liberation seemed dawn lot consequence free pussy negro always forget history
3,0,3,0,1,stripper sexy hoe follow man
3,0,3,0,1,spike bitch damn nail
3,0,3,0,1,sure follow fabulous bitch face
3,2,1,0,0,yer go to continue contrarian bitch go die time trifling
6,2,3,1,1,follow nicca ig im_yung_jay
3,0,0,3,2,jay z verse trash
3,0,3,0,1,hit woman wrong morally bitch get rape kidknappedbeat sell sex slave go to end
6,1,5,0,1,indiana niggah tell muhhfuckin grammar swear get hoe like santa
3,0,3,0,1,bad former psyqo nigger likes anime
3,0,3,0,1,haha pussy
3,0,2,1,1,everyone need stop bitchin jeter witness last week baseball great player wear yankees uniform
3,0,3,0,1,richnow not show hella tinder hoe friend anymore chill bring like like prople
3,0,3,0,1,dick hang low wobble fro tie knot stick hoe
3,0,0,3,2,gracias por jugar con el corazon ahora ganarle los yankees
3,0,1,2,2,och hoe wonderbaarlijk dat jan het alweer meet n marokkaanse bner aan de stok heeft na fatima lamyea tofik nu ook abdelka te min gevonden
3,0,3,0,1,break bitch can not tell nothing
3,0,3,0,1,might go plaq hcbitch go go
3,0,3,0,1,not know get whole video suck life pussy bye stranger
3,2,1,0,0,mcdonald pipe self defence beat one nigger hand would shake deal sheboon
3,0,3,0,1,ol bitch ass
3,2,1,0,0,answer snapchat faggot butthurt
6,0,6,0,1,brittany bitch u dog man
3,0,1,2,2,amp thot wear uggs itsfallbecause negro pull timb
3,0,0,3,2,th incompletion slant look like well option shame youth amp lack trust go
3,0,0,3,2,dollar every time die flappy bird
4,0,4,0,1,cute teen get pussy flood withcum
6,0,6,0,1,lucky ashit get shawty want niggah tryna keep
3,0,3,0,1,fuck not fucking song wtf r u talk yes fuck bitch
3,0,3,0,1,drop dead gorgeous bitch be not die nigga
3,0,0,3,2,not know yankees fan listen kay every night absolutely brutal nonsensical blah blah blah blah radio n
3,0,3,0,1,heyhoe di doedat funny da girl
3,0,3,0,1,gigantic big faggot chubbs bout earl
3,0,3,0,1,bree trash since
3,3,0,0,0,gayer faggot bed together
3,0,0,3,2,sport forget arrogance amp trash talk make people feel like part
3,0,0,3,2,oreo ice cream sandwich
3,0,1,2,2,new nashville noise love burger honky tonk grab pizza
3,0,0,3,2,want hear truth look hear make feel warm fuzzy inside choose truth
3,0,3,0,1,not hit talk bout bitch yo pic get yo ass treat
3,0,3,0,1,remember time hilfiger wus see polountil say be not wan nigger wear ish
3,0,3,0,1,bestsongtohavesexto bitch love sosa bangbang
3,0,0,3,2,street bird homeless people twitter amsterdam via
3,0,3,0,1,dog like scratch floor lay weird buddys normal weird bitch
3,0,3,0,1,bitch not hate
3,2,1,0,0,chick love ugly hipster faggot prolly cause look like dad never life
3,0,3,0,1,shame mama not teach call woman bitch well be not fortunate guess
3,0,0,3,2,best asian massage park slope top rated spa
3,2,1,0,0,chava need stay lane keep send gyro hell not want big boy dirt infest ass beaner
3,1,2,0,1,come frontbitch be not come
3,0,3,0,1,get street ina headlock get yo bitch ina leg lock
3,0,1,2,2,wow think one luxurious interior oreolove stufoflegend
3,0,3,0,1,cheat way get hahaha bitch funny worried stop subtweete dumb ass
9,0,3,6,2,emma watson theoscars
3,0,2,1,1,detroit nicca good
3,0,3,0,1,bitch eh hahah
3,0,3,0,1,kidnap yo bitch
3,0,3,0,1,uh think mom love fucking retard sure gunna successful emilie believe
3,1,0,2,2,know u not hit jigga fav purse chill
4,0,4,0,1,feel like sad pussy shit pissed right idk feel
3,0,1,2,2,love amp day remind birth control important later life miss baby bird come home
3,2,1,0,0,think nigga retarded g
3,0,3,0,1,awwwwww kaep be not rape bitch
3,0,3,0,1,lover old bitch
3,0,3,0,1,ratchet bitch killin gossip girl
3,0,0,3,2,watch ned crc worldcup puravida
3,0,3,0,1,read prolly tweet different girl looong relationship end today daaaamn yo hoe get slayed
3,0,3,0,1,ugly thot bitch shoe
3,0,3,0,1,can not hoe fixmylife
3,0,3,0,1,dumb hoe haha already lose thing ya give today
3,0,3,0,1,want badd bitch world right lap
3,0,2,1,1,really line singe negro spiritual
3,2,1,0,0,can not owe shit ion trust niccas
3,0,0,3,2,strong believer bird feather flock together
3,0,3,0,1,bout time bitch
3,1,2,0,1,nd wtf dark bitch blonde please several seats hoe look like blackampmild
3,0,0,3,2,word ur decision include anchor feather infinity sign bird
3,1,2,0,1,stay close please nigguh
4,0,4,0,1,good weed bad bitch got hoe dick like brad pitt
3,0,3,0,1,yeah internet def teach bitch can not twerk talkin bout voting
3,0,3,0,1,sound like bad bitch
3,2,1,0,0,mean faggot lol
3,0,0,3,2,lol get thisearly bird catch worm
3,0,3,0,1,despise clichs be not original bitch copy delete
6,0,6,0,1,niccas hot pay buck payperview
3,0,3,0,1,straight pussy
3,0,3,0,1,steal bitch
3,0,2,1,1,booty wop side hell
3,0,2,1,1,quote tag bitch
3,0,3,0,1,comparison beatle bunch cunt band matter faces imo stones second
3,0,3,0,1,get legacy bitch fuck legacy
3,0,3,0,1,man much damn giggle go offer tip shit lol think even hear bitch spit couple time
3,0,1,2,2,bae mean anyone else think ghetto word babebaby
6,0,6,0,1,chase pussy sin falls ya lap blessing
3,0,0,3,2,vibe ask see aux cord know bout play trash
3,0,0,3,2,go brownie go woof woof
3,1,2,0,1,ur weird racist bitch
3,0,3,0,1,bitch get arm like piccolo
3,0,3,0,1,bad bitch pen make toe curl
3,0,1,2,2,not forget get to take trash need milkand spermicidal lube
3,2,1,0,0,niggas ask hoe
3,3,0,0,0,jews white race traitor sweep clean aryan race survive
3,0,3,0,1,come pussy fucking friend hostel iii really watch right
3,3,0,0,0,white not roll eye rip nigga trayvon worthless spear chucker
3,0,2,1,1,lol cunt
3,0,0,3,2,pakistani christian couple burn alive kasur punjab
3,2,1,0,0,das calld usen yo brain retard would whoop yo ass n front da police
3,0,1,2,2,hope fuzzy head not tickle much
3,0,3,0,1,fair still faggot
3,0,0,3,2,parental unit trash
3,0,2,1,1,niccas dnt kno bout da art finessin
3,0,3,0,1,already hot white bitch hot latina get level
3,0,0,3,2,adam jones homer yankees lead guy monsta
3,0,1,2,2,weekend amazing week lets use extended weekend celebrate success fellow queer folk
3,0,3,0,1,lmfaooo many return faggot get
6,0,6,0,1,bad bitch line tryna give brain
6,0,6,0,1,not ask feelings cause be not bitch not got tf sad fucking feeling
3,0,0,3,2,angry bird
3,0,0,3,2,one good look charlie weis couple month ago hang wnelly
3,0,3,0,1,bitch catch feeling damn time
3,1,2,0,1,uchiha sasuke probably big faggot time
3,0,3,0,1,many pretty bitch come birthday dinner
3,3,0,0,0,nig fun watch get admit ebola boy speak break spanish lol
3,0,3,0,1,fuck bitch get money
3,0,0,3,2,whiteculture thinking weave ratchet ghetto extension perfectly fine
3,1,2,0,1,momma tell tell mind yoooo damn motha fuckin business knowin bitch
3,0,3,0,1,hate bitch get lame
3,0,3,0,1,one raw niccas doin dis shit
3,0,1,2,2,one man trash another mans treasure believe
3,2,1,0,0,teacher abuse position teach discipline cunt cunt
3,0,0,3,2,look forward sit president obama th anniversary broadcast sunday ho
3,0,0,3,2,armisticeday cry never absent mock pledge neverforget fall ancient
3,0,3,0,1,hi yeah troll annoying not concern twat amp life lol ignore x
3,0,0,3,2,cause free bird bird change
3,0,3,0,1,we english go learn grammar u dick suck hoe
3,0,0,3,2,adorable tiny monkey shower sink cut viral video see weekend
3,0,0,3,2,not mean crowd crow
3,0,3,0,1,lol always scheme dude jaime need keep hoe leashor mean sister lol
3,2,1,0,0,lemme find niggaz let bitch shit yo face niggas weirdo
3,0,0,3,2,amazing proud day today blockhead time bed good knight
3,1,0,2,2,charlie rangel gop believe slavery not rangel flagrant tax evader racist
3,0,3,0,1,not propose brilliant idea college student pack heat savant dumbass teabagger
3,0,0,3,2,live twobite brownie
3,0,0,3,2,video make porn actress sexy capri anderson kissing video charlie sheen via
3,0,1,2,2,impressed anybody could chug smirnoff ice quickly
3,0,3,0,1,damn bitch thnx
3,1,2,0,1,go cunt somewhere else
3,2,1,0,0,fuck u nigger
3,1,2,0,1,would white man even go nigger hell hole detroit work town yall good nigger
3,1,2,0,1,fear queer
3,0,3,0,1,try relax pussy shoot light beam
3,0,3,0,1,bitch like world bitch not nobody even know together _ nobody hate
3,0,0,3,2,today hair makeup always try make look like monkey
3,0,3,0,1,baby make pussy rain often
3,0,3,0,1,iycmi can not get work do keep showin bitch
4,0,4,0,1,know man uncle tom mentality never die ol martin baker headass
3,0,3,0,1,fuck bitch meet
3,0,1,2,2,good friend say not need love right think soon love monkey
6,1,5,0,1,really take dick nah bring another bitch nah
3,0,3,0,1,tweetlikelexi nah go to sit go to walk bitch
6,0,6,0,1,get bitch whole life get money whole life
3,0,3,0,1,curly girl bitch need get
3,1,2,0,1,oh tote girl also blast mayday wear oversized hoodie get queer
3,0,0,3,2,lmaooo call phone want bird migos voice
3,0,3,0,1,not fck wit luvv pussy well crazy bitch apparently thot
3,1,2,0,1,nigger
3,0,3,0,1,problem bitch be not
3,0,0,3,2,fairy tale hat free crochet pattern child adult
3,0,3,0,1,call keyshawn johnson cause catchin erry hoe
3,0,3,0,1,pussy good like leave something
3,0,3,0,1,negro wear size still grow
3,0,3,0,1,females know hoe really cool chicksall sex asideslmao
6,0,0,6,2,want go get brownie stuck doe
3,0,3,0,1,nigga not tell business hoe lol
3,0,3,0,1,ai not hoe day haha fwm
3,1,2,0,1,fuck staten island place pussy
3,0,2,1,1,vegas bitch
3,0,0,3,2,cool fun thing ponder myriad space trash travel thousand mile per hour right
3,0,0,3,2,charlie ron constantly put heat entire career
3,2,1,0,0,leave beaner retard
3,0,3,0,1,u get u want bitch enjoy crazy party would love attend
3,3,0,0,0,every slant losangeles deport scum right chinatown bulldoze
3,1,2,0,1,nigga really not give fly fuck u wanna talk shit back word scratch stop little bitch
3,0,3,0,1,recall tell one apollo teacher hope baby come retarded assholeoftheyear lol
3,0,3,0,1,brooo chinese sound goooood hoe rn momma make carne con chile guess gucci
3,0,3,0,1,every one would add collection hoe
3,0,1,2,2,red neck ice bucket challenge must sip redneck
3,0,0,3,2,hey arlington democrats early bird join we tomorrow second saturday april
3,1,2,0,1,cut des bitch like hibachi
3,0,3,0,1,brush let ignore silly hoe pregnant hella hormone tryna fuck people
3,0,3,0,1,fuck wit we tweakin hoe shmurda
3,0,3,0,1,ass oreos name thad castle
3,0,1,2,2,trash
3,0,3,0,1,faggot
3,0,3,0,1,fat bitch ride dick tshirt
3,1,2,0,1,young nigga turn mr catchmeifyoucanim da field nig wedaopps fukemweball
3,1,2,0,1,cheater cheater pumpkin eater find good white trash hoe trashy sloot
3,0,0,3,2,feel throw trash away everyday school
3,0,1,2,2,hillary dodo bird candidate via
3,0,3,0,1,trash
3,0,1,2,2,teabagger freemarket really wonder bangladesh last couple day tcot p teaparty randpaul
3,0,3,0,1,da fuq ho
3,0,3,0,1,bitch ass nigga here new belt
3,2,1,0,0,watch nigger lover day come
3,2,1,0,0,back faggot
4,1,3,0,1,punch real niggas face cause pussy nigga go to punch right back strong mush shake
3,2,1,0,0,little bitch
3,0,3,0,1,fat bitch gt strong black woman gt kimgtkourtneygtkendallgtkhloegt kylie
3,1,2,0,1,bitch tf dumb go someone else tell u shut shit
3,0,3,0,1,bitch
3,0,1,2,2,someone ride around robinson walmart lawn mower ghetto headlight add reallife
3,3,0,0,0,good believe be not christian slave brainwash black spook miss white man unlike yoself devil
3,0,3,0,1,love talk crazy suck niggah dick whole lotta spit let drip yea catch
3,0,3,0,1,bitch moreno valley
3,0,1,2,2,sell large sized condom sir gallon trash bag wink security escort
3,0,1,2,2,not think even real relationshipi think real trash
3,0,3,0,1,u lame bitch get fuck gay shit
6,0,6,0,1,bitch fat ass way live u young shit go to get old tho lot dent
3,1,2,0,1,bitch u lie justins account ugly indian
3,2,1,0,0,bye queer
3,0,2,1,1,sexy bitch
3,0,3,0,1,side bitch sunday
3,2,1,0,0,unbelievable americans refuse kill okie mean americans weak willed trash
3,0,2,1,1,snapchat get hack hoe explaining
3,2,1,0,0,another nigguh
3,0,1,2,2,eat dat chicken love box baby lovin white woman eatin chicken color man dream
3,0,3,0,1,can not bitch future goal love kid parent first can not deal
3,0,3,0,1,intimidate pussy see sweet honest woman seriously could make stalk thing much easy
3,0,3,0,1,make marack girlfriend aye b pullin hoe like teach
3,0,1,2,2,houston many trash driver
3,2,1,0,0,actually nonenglish okiecop filthy white trash criminal
3,1,2,0,1,suck rachel sister snobby bitch n rach nicecant stand elissa snutty
3,2,1,0,0,faggot
3,0,0,3,2,prime suspect foley murder yo british jihadi wait declare allegiance anonymous
3,0,3,0,1,hoe go hoe none business
3,1,2,0,1,really hate poly bitch man
3,1,0,2,2,look yellow fever
3,2,1,0,0,faggotyoure texas fan
3,0,3,0,1,not get head hoe overbite
3,0,0,3,2,laugh deck give yellow jesus stencil
3,0,3,0,1,hardly ever sober bitch party till
3,0,3,0,1,can not stand see ex another ugly bitch
3,0,0,3,2,yankee be not complain royals win lose game show heart al ride die flex zone earn
3,0,3,0,1,sweetest bitch ever meet
3,0,3,0,1,bitch cheat bitch soooooo hu bitch cheat back
3,0,3,0,1,dude take run like bitch
3,0,3,0,1,dollar card make young nicca go hard throw cell phone get leave yard
3,0,0,3,2,beautiful woman meet bruise soul tired eye amp quiet smile survivor one know abo
3,0,3,0,1,week till bitch thank god
6,2,4,0,1,not fuck niggas cause shady not fuck bitch want baby
3,0,0,3,2,wise decisionthis alfie must right mong
3,0,0,3,2,someone recently tell local yokel go use twitter account damage yeah
3,0,3,0,1,lmao take thru quavo can not shit make hook offset da solid kno niccas tellin dat
3,2,1,0,0,iowa full white trash
3,0,1,2,2,openly admit level white trash drive across town gas station free hot dog amp half price drink
3,0,3,0,1,great dumb crybaby pussy
3,1,2,0,1,seriously first conversation status fb message call fag lololol
3,0,0,3,2,viswa moulie wanna ur friend please shall
3,0,0,3,2,magellan suck trash talk
3,1,2,0,1,shut faggotset
3,0,3,0,1,amp defiantly let bitch fw nigga already get good fuccin wit handmedowns amp shit
3,2,1,0,0,fag
3,2,1,0,0,nigger day honor nigger tradition work
3,0,1,2,2,apparently honky pfft like bad thing
3,0,3,0,1,dress like go to see bitch hate everyday
3,0,3,0,1,sound like bitch
3,0,3,0,1,photoshop nig
3,0,3,0,1,new breed white girl slam bitch
6,6,0,0,0,ya know slang racist h porch monkie
3,0,3,0,1,bamoose prophet right thy hoe be not loyal
3,1,2,0,1,everybody love dej loaf cause wifey fuck kaya dat bitch
7,3,4,0,1,nigga grow ball concentrate pussy
3,0,1,2,2,wear pajama tonight da gook udigg grey day
3,0,0,3,2,want go pumpkin patch love bird make date rest we uncomfortable
6,0,4,2,1,hoe fun
3,0,3,0,1,cousin say share hoe brother say sharing care love brother
3,0,2,1,1,hey moron foxnew foxandfriend political bush raise terror threat right election lmao u teabagger
3,2,0,1,0,call white trash money
3,0,1,2,2,one man trash another man treasureperfectly explain stripper daddy issue
3,0,3,0,1,lol na bitch like crazy good
3,0,3,0,1,shine hoes look baby daddy
3,0,3,0,1,nvm not see man disrespect woman call offensive name like bitch hoe slut female smh
3,0,1,2,2,look nip ring can not wait change mine lmao
3,0,3,0,1,rebelscience sharing whaddupgt cloud hog windturbine like fuckin gasbag son bitch
3,0,0,3,2,whole game try figure dutch wear yellow smh
3,0,3,0,1,bitch ever see fight even talk shit
3,0,3,0,1,rea start smacking bitch period bluffin good
3,0,3,0,1,tonight pussy
6,0,6,0,1,klokus bitch nose pierce
3,1,0,2,2,bet want cookie bergbrain mean like want cracker kinda bitter today arentcha stribpol mngop mnleg
3,0,3,0,1,hahahaha fucking pussy
3,0,3,0,1,not get dick suck yo party bad bitch fr go set
3,0,3,0,1,not trust dese hoe nikki tell st stay fan screen shoot asap finna come chiraq shoot sumn
3,1,2,0,1,brother tf negro
3,0,3,0,1,anything bitch hoe get hard dick nbs
3,0,0,3,2,grand opening top class oriental massage perfect
6,0,6,0,1,drunk bitch use eat ass relax
3,1,2,0,1,decide bullsnation retarded love
3,0,0,3,2,alfredo linguini pasta fancily prepare trash
3,0,0,3,2,need clams half shell get deep fry clam neck
3,0,3,0,1,can not talk anyone go answer littlephone call little bitch low bathroom foh
3,0,3,0,1,look like big bad mama make fun pretty bitch wow
3,0,0,3,2,advice tip people stick hand glue stick hand feather like bird impress friend
3,0,3,0,1,haha bitch trippin brokeass
3,0,3,0,1,u talk hoe bout bro n em talk hoe bout bro n em
3,0,3,0,1,hear rumor vile hideous traitorous bitch name pelosi parading around w illegal alien vet get shaft bloodboile
3,0,3,0,1,wtf hoe answer question
3,0,3,0,1,like one bitch always shit cause fucking drama
3,2,1,0,0,chase god damn faggot
3,0,0,3,2,cleveland good team manziel honestly oc use offense redskin amp brown nice wit def hc
4,0,4,0,1,bruhhh joke not pop trunk bitch ass niiiieeegggaaa
3,1,2,0,1,wack dick start mess white hoe stick around amp let young goon practice em
3,0,0,3,2,ending yankee game plan can not even take
3,0,1,2,2,ghetto sweet movie quote try
3,0,0,3,2,three little bird
3,0,3,0,1,dude proudly volunteer baby daddy whether father pussy property
3,1,2,0,1,citi field bitch
